Datum;Unfaelle_mit_Alkoholeinfluss;Unfaelle_Fahrrad;Unfaelle_Motorrad_roller;Verunglueckte_Kinder_u15J;Verunglueckte_Fussgaenger;Verunglueckte_auf_EScooter;Getoetete_insgesamt;PKWPersschaden
13.01.2022;57;173;8;52;86;9;6;582
14.01.2022;95;192;9;70;106;10;5;633
15.01.2022;138;91;5;39;51;12;2;360
16.01.2022;96;59;3;36;15;5;4;227
17.01.2022;45;163;5;53;112;12;5;549
18.01.2022;48;179;5;52;82;14;7;517
19.01.2022;46;166;3;47;105;5;3;518
20.01.2022;59;172;8;66;79;6;3;729
21.01.2022;87;159;5;60;114;16;1;618
22.01.2022;141;86;5;26;42;15;8;343
23.01.2022;106;50;2;16;22;5;4;206
24.01.2022;54;161;13;44;90;8;5;483
25.01.2022;56;158;4;47;77;12;9;456
26.01.2022;51;146;8;42;65;13;4;461
27.01.2022;68;144;6;35;96;16;7;530
28.01.2022;79;160;14;72;85;5;8;577
29.01.2022;152;86;9;29;51;11;8;358
30.01.2022;122;52;14;21;25;3;3;208
31.01.2022;67;151;4;54;110;3;5;637
01.02.2022;55;126;5;30;100;7;3;545
02.02.2022;62;170;10;48;77;8;3;500
03.02.2022;77;177;8;45;79;13;4;532
04.02.2022;76;150;4;49;90;12;6;535
05.02.2022;160;109;17;48;59;11;5;411
06.02.2022;122;30;1;13;29;5;3;230
07.02.2022;56;142;12;61;90;8;2;609
08.02.2022;48;144;7;48;80;15;7;482
09.02.2022;65;197;13;45;66;10;11;499
10.02.2022;72;152;5;48;89;13;7;523
11.02.2022;95;168;15;54;90;9;6;591
12.02.2022;177;129;14;47;54;10;6;424
13.02.2022;112;109;37;36;27;7;3;276
14.02.2022;57;169;9;44;60;9;3;508
15.02.2022;45;175;13;47;65;8;4;503
16.02.2022;58;159;1;44;94;14;5;542
17.02.2022;72;93;9;30;68;11;5;470
18.02.2022;85;132;6;39;78;11;8;527
19.02.2022;146;85;14;55;59;8;8;381
20.02.2022;110;38;4;23;21;9;3;222
21.02.2022;35;125;8;64;94;6;5;561
22.02.2022;56;139;11;47;71;14;5;497
23.02.2022;61;251;27;68;109;17;4;668
24.02.2022;69;152;13;42;93;16;9;497
25.02.2022;108;159;12;55;60;14;10;540
26.02.2022;184;143;25;58;64;9;2;445
27.02.2022;144;105;38;38;45;5;6;327
28.02.2022;69;201;26;61;82;17;12;575
01.03.2022;57;181;36;57;85;9;4;475
02.03.2022;61;180;29;75;87;11;6;494
03.03.2022;45;217;28;65;102;10;5;604
04.03.2022;95;208;34;55;68;15;4;593
05.03.2022;146;127;39;31;65;9;12;416
06.03.2022;123;55;20;22;34;6;4;215
07.03.2022;45;193;16;67;76;6;7;552
08.03.2022;63;216;35;65;85;11;8;603
09.03.2022;65;254;29;64;96;9;8;607
10.03.2022;71;257;42;72;90;14;9;606
11.03.2022;95;234;49;79;75;17;9;625
12.03.2022;144;175;59;42;52;14;4;392
13.03.2022;147;170;73;37;36;12;9;328
14.03.2022;67;202;26;74;65;14;5;531
15.03.2022;63;189;11;46;72;15;5;517
16.03.2022;56;237;26;73;82;14;3;571
17.03.2022;55;186;22;48;65;5;7;437
18.03.2022;101;270;62;94;83;15;11;637
19.03.2022;172;170;56;47;51;11;3;427
20.03.2022;138;163;68;50;38;13;7;318
21.03.2022;54;259;32;78;73;11;2;571
22.03.2022;57;334;53;96;84;24;5;695
23.03.2022;74;326;70;86;61;23;10;645
24.03.2022;62;339;72;95;81;30;5;643
25.03.2022;109;350;69;84;78;24;10;697
26.03.2022;177;265;96;56;65;18;10;505
27.03.2022;185;238;97;60;42;19;9;382
28.03.2022;55;332;45;83;84;11;5;660
29.03.2022;56;243;37;67;75;16;5;491
30.03.2022;59;218;32;95;67;17;6;607
31.03.2022;72;209;11;59;88;18;5;571
01.04.2022;96;152;12;86;97;20;6;721
02.04.2022;167;76;7;47;48;15;6;454
03.04.2022;132;62;10;24;35;15;5;240
04.04.2022;58;179;14;40;66;14;4;583
05.04.2022;51;179;6;62;70;14;5;583
06.04.2022;51;191;22;47;73;10;11;497
07.04.2022;70;159;15;56;79;13;5;585
08.04.2022;87;137;16;68;80;7;3;520
09.04.2022;155;106;14;46;44;16;5;409
10.04.2022;153;87;16;35;33;9;8;250
11.04.2022;75;239;57;67;66;9;9;630
12.04.2022;81;288;81;73;63;14;9;611
13.04.2022;61;294;87;69;72;16;12;589
14.04.2022;88;284;56;85;85;15;9;680
15.04.2022;133;145;72;45;22;12;6;276
16.04.2022;154;218;102;63;58;19;9;482
17.04.2022;150;172;67;45;26;15;7;309
18.04.2022;104;228;128;57;35;17;10;381
19.04.2022;60;290;64;84;73;17;6;649
20.04.2022;57;277;67;60;66;14;7;589
21.04.2022;81;269;51;77;60;19;8;526
22.04.2022;96;276;63;83;68;10;6;561
23.04.2022;156;197;89;65;59;25;12;463
24.04.2022;138;129;33;30;22;10;4;293
25.04.2022;70;229;21;76;71;14;7;629
26.04.2022;61;288;38;60;62;12;1;652
27.04.2022;68;355;48;96;77;23;6;694
28.04.2022;81;407;84;110;86;29;4;823
29.04.2022;128;384;69;94;88;21;13;711
30.04.2022;190;207;40;63;73;19;14;495
01.05.2022;219;214;73;48;40;24;8;339
02.05.2022;68;378;57;91;78;14;4;705
03.05.2022;75;387;69;117;77;18;6;763
04.05.2022;69;394;53;97;80;16;6;671
05.05.2022;68;387;60;80;84;14;11;692
06.05.2022;111;404;78;127;96;30;8;843
07.05.2022;191;279;83;76;73;26;9;539
08.05.2022;203;288;123;67;53;25;13;469
09.05.2022;70;478;70;126;102;16;2;866
10.05.2022;77;468;68;107;79;33;12;792
11.05.2022;93;568;92;112;86;21;9;896
12.05.2022;77;504;89;134;98;19;12;865
13.05.2022;103;425;93;146;93;25;4;776
14.05.2022;223;425;114;93;66;35;15;611
15.05.2022;202;443;175;88;50;30;12;554
16.05.2022;64;434;48;97;75;23;9;743
17.05.2022;51;454;66;121;104;23;8;714
18.05.2022;80;596;95;108;102;24;8;856
19.05.2022;77;480;66;113;113;20;11;829
20.05.2022;106;442;60;116;91;28;10;846
21.05.2022;202;339;82;95;57;38;7;526
22.05.2022;201;345;126;55;46;24;7;445
23.05.2022;82;369;48;141;80;26;6;718
24.05.2022;64;365;33;102;76;26;5;715
25.05.2022;97;429;86;126;106;28;5;842
26.05.2022;319;454;115;63;47;32;12;387
27.05.2022;116;304;76;89;85;29;7;572
28.05.2022;134;227;69;74;45;27;8;432
29.05.2022;122;146;50;50;25;14;9;328
30.05.2022;61;347;50;116;87;30;11;674
31.05.2022;68;392;51;99;84;18;11;735
01.06.2022;76;431;64;95;102;23;14;757
02.06.2022;85;444;85;123;100;14;9;723
03.06.2022;109;519;118;154;108;28;11;858
04.06.2022;208;387;94;88;60;34;14;575
05.06.2022;195;233;70;50;32;24;10;393
06.06.2022;137;300;84;59;39;13;13;382
07.06.2022;66;306;38;92;75;18;9;680
08.06.2022;67;378;42;105;84;16;9;685
09.06.2022;70;322;44;115;78;21;16;636
10.06.2022;114;433;94;106;79;25;8;720
11.06.2022;177;392;114;81;72;32;9;517
12.06.2022;194;406;139;68;39;20;5;453
13.06.2022;76;344;47;108;85;19;9;708
14.06.2022;86;462;82;135;83;28;10;733
15.06.2022;93;540;119;134;94;30;5;889
16.06.2022;152;459;147;80;71;32;13;571
17.06.2022;121;452;120;128;71;24;8;710
18.06.2022;209;369;118;82;59;39;7;574
19.06.2022;173;258;74;51;29;22;5;378
20.06.2022;69;312;57;94;73;23;8;757
21.06.2022;66;499;80;130;102;33;6;780
22.06.2022;74;463;79;108;62;25;7;757
23.06.2022;78;539;107;129;96;34;15;872
24.06.2022;122;392;68;119;100;42;11;825
25.06.2022;201;362;100;91;65;28;8;539
26.06.2022;201;282;86;59;36;27;15;392
27.06.2022;78;355;45;78;59;17;5;686
28.06.2022;70;452;90;122;92;32;2;771
29.06.2022;77;437;83;116;69;30;14;727
30.06.2022;110;484;86;117;92;34;7;808
01.07.2022;101;352;57;83;94;25;8;717
02.07.2022;228;393;146;97;73;40;17;657
03.07.2022;228;334;128;70;43;24;12;426
04.07.2022;76;418;76;125;99;28;11;755
05.07.2022;66;504;86;111;106;27;13;780
06.07.2022;78;407;81;89;69;24;7;694
07.07.2022;57;319;42;94;84;18;11;697
08.07.2022;108;361;95;106;78;24;12;674
09.07.2022;186;312;89;89;77;28;9;488
10.07.2022;195;252;74;48;40;16;6;349
11.07.2022;58;361;64;89;60;23;10;624
12.07.2022;73;473;84;99;69;28;14;754
13.07.2022;87;447;78;97;58;34;13;612
14.07.2022;94;453;106;110;76;32;8;718
15.07.2022;139;427;86;89;91;25;11;731
16.07.2022;212;319;102;55;51;33;5;511
17.07.2022;222;377;156;59;46;20;16;445
18.07.2022;85;391;88;93;71;34;6;725
19.07.2022;84;385;81;102;62;27;15;711
20.07.2022;85;340;81;55;70;31;15;678
21.07.2022;83;339;64;82;63;22;9;697
22.07.2022;117;342;95;86;79;31;7;654
23.07.2022;194;293;79;80;77;35;9;500
24.07.2022;234;359;117;56;33;34;15;442
25.07.2022;74;326;52;79;56;27;5;598
26.07.2022;66;355;63;70;66;17;5;606
27.07.2022;75;419;57;82;69;22;4;617
28.07.2022;94;416;92;81;70;31;12;666
29.07.2022;122;352;81;83;63;24;18;652
30.07.2022;173;297;87;83;44;37;10;500
31.07.2022;191;285;112;74;33;22;8;373
01.08.2022;83;328;58;66;54;20;7;559
02.08.2022;85;378;84;77;76;27;9;694
03.08.2022;82;400;100;70;66;21;11;678
04.08.2022;102;359;73;62;57;40;10;633
05.08.2022;106;312;51;79;67;31;6;602
06.08.2022;196;317;95;69;47;24;8;476
07.08.2022;201;364;145;69;43;30;14;443
08.08.2022;91;382;88;90;80;31;11;694
09.08.2022;89;424;96;70;74;33;9;689
10.08.2022;92;452;93;90;86;31;15;743
11.08.2022;89;437;102;80;65;30;12;733
12.08.2022;115;465;110;109;86;35;13;770
13.08.2022;187;337;114;63;64;32;9;515
14.08.2022;193;279;105;60;30;30;10;347
15.08.2022;77;308;66;86;64;17;10;584
16.08.2022;80;461;76;89;70;34;15;689
17.08.2022;70;390;68;79;54;31;8;586
18.08.2022;74;310;52;81;71;21;5;542
19.08.2022;111;307;62;88;71;35;6;626
20.08.2022;188;252;70;76;51;33;9;519
21.08.2022;183;305;116;62;43;26;14;406
22.08.2022;74;390;73;76;64;28;16;633
23.08.2022;85;453;74;86;69;29;7;695
24.08.2022;86;473;91;95;84;39;6;737
25.08.2022;88;438;90;107;73;26;6;702
26.08.2022;123;365;80;104;79;35;14;659
27.08.2022;187;272;52;66;65;26;9;488
28.08.2022;186;272;108;53;40;38;9;408
29.08.2022;79;409;76;96;77;24;8;645
30.08.2022;67;420;78;97;69;36;11;684
31.08.2022;86;400;53;106;73;32;6;668
01.09.2022;79;458;97;81;89;28;13;750
02.09.2022;125;475;138;122;76;26;17;797
03.09.2022;196;289;100;83;78;24;5;570
04.09.2022;201;345;128;80;44;28;10;466
05.09.2022;89;462;71;119;92;38;7;747
06.09.2022;82;488;69;107;95;33;10;762
07.09.2022;70;427;60;92;82;28;15;694
08.09.2022;84;318;38;88;81;18;10;785
09.09.2022;124;361;54;109;76;31;10;767
10.09.2022;216;208;44;64;52;31;4;549
11.09.2022;169;221;73;39;32;28;3;375
12.09.2022;59;425;77;96;85;17;10;706
13.09.2022;62;420;53;94;86;35;9;663
14.09.2022;83;300;36;84;80;23;6;758
15.09.2022;75;300;44;76;79;19;3;654
16.09.2022;94;332;56;87;92;32;10;708
17.09.2022;215;200;42;58;62;25;5;600
18.09.2022;198;77;22;54;35;22;7;404
19.09.2022;58;287;39;84;69;29;5;716
20.09.2022;80;305;38;92;66;20;4;650
21.09.2022;81;371;56;94;85;28;11;727
22.09.2022;87;399;89;102;120;33;6;781
23.09.2022;105;314;71;98;81;24;12;677
24.09.2022;190;175;44;50;63;28;7;483
25.09.2022;186;144;65;53;31;17;12;381
26.09.2022;61;286;35;71;77;24;8;664
27.09.2022;65;265;19;69;69;23;4;701
28.09.2022;69;239;27;73;87;22;7;686
29.09.2022;79;359;52;105;102;27;8;720
30.09.2022;125;358;71;117;118;36;11;815
01.10.2022;224;135;26;80;72;28;5;567
02.10.2022;222;102;17;49;36;12;2;389
03.10.2022;118;156;55;41;27;9;11;305
04.10.2022;62;367;66;97;91;29;11;828
05.10.2022;74;338;83;74;96;17;9;689
06.10.2022;84;378;82;84;102;31;9;761
07.10.2022;109;347;87;102;86;21;9;751
08.10.2022;157;200;45;58;54;24;8;441
09.10.2022;170;201;114;58;46;14;10;446
10.10.2022;67;350;50;68;77;32;8;719
11.10.2022;77;309;41;71;96;35;9;695
12.10.2022;53;340;52;135;91;30;7;684
13.10.2022;60;269;29;69;64;25;3;620
14.10.2022;113;301;39;87;84;22;5;722
15.10.2022;195;216;32;52;48;25;10;532
16.10.2022;188;254;94;52;44;22;6;437
17.10.2022;88;397;70;83;91;19;11;789
18.10.2022;69;387;45;98;86;17;9;775
19.10.2022;62;306;55;70;80;22;7;579
20.10.2022;76;303;36;73;98;27;8;701
21.10.2022;134;295;26;75;98;31;15;776
22.10.2022;181;236;46;63;77;22;7;531
23.10.2022;177;172;63;47;37;16;5;351
24.10.2022;75;303;36;71;86;22;10;693
25.10.2022;84;331;43;68;82;29;4;669
26.10.2022;66;345;50;79;104;23;8;677
27.10.2022;85;423;67;90;94;37;5;842
28.10.2022;111;395;73;86;117;37;5;836
29.10.2022;175;241;102;57;64;27;10;538
30.10.2022;197;299;153;67;53;23;13;473
31.10.2022;95;235;72;60;84;23;11;543
01.11.2022;136;282;39;51;75;23;4;572
02.11.2022;46;286;22;58;85;16;13;649
03.11.2022;74;303;23;61;96;18;7;649
04.11.2022;88;228;22;65;94;20;4;656
05.11.2022;137;173;18;52;70;20;3;448
06.11.2022;132;105;16;32;34;13;7;273
07.11.2022;56;235;12;68;98;26;12;616
08.11.2022;73;339;42;82;106;21;7;708
09.11.2022;79;282;18;62;84;23;7;659
10.11.2022;83;354;30;72;93;33;9;760
11.11.2022;125;292;39;95;90;26;6;696
12.11.2022;202;177;37;42;62;32;3;483
13.11.2022;158;143;37;47;42;15;9;322
14.11.2022;59;274;22;75;96;15;9;684
15.11.2022;63;336;30;82;98;25;15;759
16.11.2022;83;257;10;68;98;22;6;697
17.11.2022;81;248;14;60;149;20;8;794
18.11.2022;100;210;16;69;101;36;12;787
19.11.2022;181;102;5;48;96;18;4;507
20.11.2022;136;59;4;16;34;13;2;298
21.11.2022;68;233;8;70;111;19;7;695
22.11.2022;52;232;16;69;102;21;5;673
23.11.2022;67;279;14;64;135;25;4;722
24.11.2022;72;289;17;90;91;26;3;721
25.11.2022;143;269;19;103;122;29;8;818
26.11.2022;195;126;13;50;55;27;2;462
27.11.2022;186;74;5;27;38;14;4;301
28.11.2022;57;209;12;75;113;14;9;686
29.11.2022;63;229;7;70;123;21;5;718
30.11.2022;63;202;9;62;95;22;8;590
01.12.2022;91;196;13;66;103;24;5;606
02.12.2022;111;173;7;75;109;24;5;657
03.12.2022;168;82;4;31;51;16;8;372
04.12.2022;137;45;4;19;30;17;5;240
05.12.2022;72;209;10;75;137;17;7;746
06.12.2022;59;210;9;70;103;20;6;647
07.12.2022;67;221;7;68;99;16;8;605
08.12.2022;90;212;9;60;127;16;9;733
09.12.2022;116;171;5;57;103;23;5;668
10.12.2022;179;88;10;34;48;11;3;427
11.12.2022;171;42;2;23;33;4;7;306
12.12.2022;77;149;4;67;114;19;5;680
13.12.2022;57;132;3;55;129;11;6;694
14.12.2022;71;165;2;82;110;10;4;786
15.12.2022;70;135;4;56;101;9;8;688
16.12.2022;114;121;3;49;103;9;8;765
17.12.2022;161;47;1;49;53;7;3;451
18.12.2022;168;31;1;19;29;11;6;255
19.12.2022;61;200;2;39;113;16;6;575
20.12.2022;80;159;8;52;116;13;8;622
21.12.2022;94;158;5;53;95;13;3;576
22.12.2022;127;176;9;54;116;19;9;660
23.12.2022;149;154;6;36;95;19;8;619
24.12.2022;122;58;6;27;51;9;9;290
25.12.2022;108;32;6;5;25;8;3;187
26.12.2022;98;37;8;25;25;6;7;230
27.12.2022;69;93;12;48;58;14;4;431
28.12.2022;63;72;8;29;70;5;6;317
29.12.2022;65;93;7;35;68;7;10;350
30.12.2022;97;123;6;32;90;9;6;436
31.12.2022;95;68;12;24;46;11;5;229
01.01.2023;208;67;13;17;47;17;4;224
02.01.2023;57;108;5;38;69;15;8;418
03.01.2023;60;145;8;30;73;7;3;408
04.01.2023;45;87;2;28;90;13;5;427
05.01.2023;66;124;7;36;86;14;6;444
06.01.2023;76;117;10;39;68;14;3;391
07.01.2023;100;120;17;39;57;15;5;350
08.01.2023;93;57;7;19;26;11;2;226
09.01.2023;53;183;8;57;133;11;8;562
10.01.2023;32;191;10;57;107;17;3;569
11.01.2023;53;222;14;91;149;21;10;669
12.01.2023;66;189;10;71;171;22;4;747
13.01.2023;87;203;14;70;122;20;12;654
14.01.2023;166;97;7;59;97;17;4;465
15.01.2023;142;57;8;27;29;13;2;258
16.01.2023;57;193;6;61;97;16;3;644
17.01.2023;67;258;15;74;153;17;11;734
18.01.2023;65;184;8;71;113;14;9;684
19.01.2023;63;180;5;61;98;16;9;699
20.01.2023;77;131;7;71;100;19;9;692
21.01.2023;144;68;3;47;55;5;5;464
22.01.2023;128;21;2;19;24;7;2;271
23.01.2023;53;150;4;51;89;8;7;515
24.01.2023;49;153;5;60;91;9;3;522
25.01.2023;53;174;7;58;74;8;3;496
26.01.2023;69;243;5;49;86;20;6;593
27.01.2023;85;177;11;69;92;11;6;542
28.01.2023;147;67;13;19;51;9;2;301
29.01.2023;115;35;4;9;16;7;4;195
30.01.2023;42;127;3;52;89;15;6;578
31.01.2023;80;149;8;51;95;15;5;550
01.02.2023;64;157;7;57;102;13;4;575
02.02.2023;60;197;9;73;122;13;2;683
03.02.2023;85;147;7;48;93;13;6;526
04.02.2023;158;129;14;56;53;14;6;390
05.02.2023;137;33;3;28;27;13;1;265
06.02.2023;50;165;6;50;77;10;6;565
07.02.2023;49;202;12;60;117;19;6;702
08.02.2023;43;171;10;63;107;13;6;589
09.02.2023;56;172;11;50;90;13;6;574
10.02.2023;102;172;12;60;72;17;6;585
11.02.2023;146;95;16;54;44;12;3;385
12.02.2023;136;73;8;21;31;9;5;253
13.02.2023;51;188;18;70;81;11;7;573
14.02.2023;71;231;21;63;97;8;8;664
15.02.2023;63;223;19;55;91;12;6;583
16.02.2023;113;216;9;54;104;18;7;585
17.02.2023;110;175;10;59;95;27;6;550
18.02.2023;151;104;6;35;61;15;11;365
19.02.2023;161;74;10;29;44;14;7;274
20.02.2023;85;142;20;65;86;11;7;441
21.02.2023;78;198;23;51;87;21;8;544
22.02.2023;50;154;18;31;76;17;4;478
23.02.2023;64;154;6;63;70;21;5;532
24.02.2023;68;146;7;53;91;20;9;580
25.02.2023;114;82;3;50;48;12;5;419
26.02.2023;120;67;10;30;22;12;6;277
27.02.2023;57;161;8;72;96;14;5;539
28.02.2023;55;201;6;84;93;8;6;608
01.03.2023;54;204;22;68;80;18;4;608
02.03.2023;58;191;30;52;88;18;8;584
03.03.2023;83;190;21;54;79;26;5;562
04.03.2023;133;95;11;31;32;13;5;334
05.03.2023;124;41;6;23;24;11;5;229
06.03.2023;42;143;7;65;62;17;6;528
07.03.2023;39;168;16;56;92;12;3;600
08.03.2023;65;134;4;59;81;20;2;630
09.03.2023;61;144;10;53;73;17;8;592
10.03.2023;98;156;7;68;98;14;4;695
11.03.2023;162;75;23;43;45;13;9;414
12.03.2023;128;58;5;29;30;14;4;243
13.03.2023;43;190;37;67;77;10;7;538
14.03.2023;51;182;14;51;79;12;5;530
15.03.2023;66;193;11;67;88;16;9;600
16.03.2023;65;212;28;63;106;12;10;588
17.03.2023;85;217;46;66;89;17;8;580
18.03.2023;149;203;111;70;67;17;13;516
19.03.2023;152;106;28;44;28;21;8;309
20.03.2023;58;174;25;51;78;15;8;526
21.03.2023;54;213;21;67;54;24;4;552
22.03.2023;56;266;39;52;65;24;3;547
23.03.2023;64;219;25;71;69;17;5;583
24.03.2023;73;211;21;80;89;24;6;646
25.03.2023;148;127;13;58;59;15;2;437
26.03.2023;129;64;16;25;28;13;11;296
27.03.2023;56;241;20;59;101;26;5;665
28.03.2023;45;237;26;83;89;14;3;640
29.03.2023;70;209;20;79;68;13;7;541
30.03.2023;62;215;12;73;85;13;13;617
31.03.2023;106;168;20;51;91;19;6;687
01.04.2023;145;92;7;53;60;14;7;465
02.04.2023;149;69;23;32;27;7;6;274
03.04.2023;51;172;31;48;75;12;5;542
04.04.2023;52;196;48;53;65;9;11;580
05.04.2023;58;190;38;64;71;17;3;586
06.04.2023;110;220;51;56;84;21;9;686
07.04.2023;125;89;45;34;18;9;9;270
08.04.2023;97;114;47;40;45;13;8;369
09.04.2023;136;107;52;44;23;12;3;294
10.04.2023;74;143;118;45;25;11;10;342
11.04.2023;66;143;29;63;54;15;4;535
12.04.2023;50;152;8;40;56;17;5;503
13.04.2023;68;165;38;35;56;18;4;508
14.04.2023;90;196;65;59;88;16;11;627
15.04.2023;126;107;19;47;51;14;7;403
16.04.2023;122;66;15;12;28;12;5;231
17.04.2023;66;244;49;73;72;10;5;576
18.04.2023;50;233;40;60;83;14;8;533
19.04.2023;64;252;69;66;91;25;5;629
20.04.2023;68;207;21;71;84;17;11;601
21.04.2023;104;325;89;114;85;14;9;750
22.04.2023;157;304;156;79;75;25;9;569
23.04.2023;145;192;64;47;33;14;6;355
24.04.2023;60;215;20;82;72;27;3;635
25.04.2023;64;229;24;60;67;19;7;569
26.04.2023;72;291;43;95;87;20;5;602
27.04.2023;72;332;57;111;87;18;13;669
28.04.2023;109;233;26;87;101;22;4;718
29.04.2023;150;202;59;59;64;26;13;458
30.04.2023;184;244;133;48;48;21;16;457
01.05.2023;171;214;77;54;47;11;4;377
02.05.2023;59;284;46;104;82;24;10;641
03.05.2023;62;385;83;100;92;19;2;796
04.05.2023;91;433;116;118;109;25;12;865
05.05.2023;82;335;54;123;85;26;10;729
06.05.2023;144;243;92;90;80;18;6;494
07.05.2023;158;229;80;60;39;25;6;356
08.05.2023;50;385;58;130;83;25;10;720
09.05.2023;77;336;56;103;102;16;11;737
10.05.2023;64;304;26;90;69;23;3;683
11.05.2023;80;329;31;92;101;24;6;736
12.05.2023;100;358;68;112;84;35;5;768
13.05.2023;179;258;117;66;59;23;7;571
14.05.2023;190;204;84;65;33;23;5;423
15.05.2023;57;347;51;140;71;27;7;740
16.05.2023;59;337;50;107;79;17;5;672
17.05.2023;79;366;77;111;89;24;8;755
18.05.2023;340;485;164;76;66;28;21;449
19.05.2023;106;318;114;81;78;23;7;598
20.05.2023;127;259;121;69;51;26;9;445
21.05.2023;148;290;156;76;44;22;12;454
22.05.2023;55;448;62;119;82;26;11;771
23.05.2023;66;336;29;102;91;26;5;623
24.05.2023;60;330;40;97;75;28;3;593
25.05.2023;87;431;84;130;85;28;1;764
26.05.2023;96;455;119;152;93;25;14;854
27.05.2023;198;392;111;116;87;28;11;599
28.05.2023;193;394;156;80;49;30;11;472
29.05.2023;103;399;156;81;46;26;14;455
30.05.2023;79;452;74;112;96;21;5;794
31.05.2023;73;526;116;123;92;33;11;877
01.06.2023;85;468;96;113;93;33;13;784
02.06.2023;91;437;108;100;91;43;8;763
03.06.2023;192;443;146;88;68;35;8;634
04.06.2023;197;417;137;63;34;34;7;470
05.06.2023;68;465;106;95;89;29;10;784
06.06.2023;82;469;80;124;94;48;13;780
07.06.2023;95;458;101;144;99;37;15;808
08.06.2023;124;468;102;90;59;21;11;563
09.06.2023;125;480;116;129;86;54;9;769
10.06.2023;171;409;123;99;65;34;10;607
11.06.2023;173;349;133;57;36;27;7;470
12.06.2023;78;562;93;167;106;28;9;856
13.06.2023;83;586;105;144;98;38;10;893
14.06.2023;61;566;92;138;98;51;13;805
15.06.2023;78;483;94;137;109;37;17;805
16.06.2023;93;486;104;153;99;47;12;845
17.06.2023;208;377;105;91;67;49;11;576
18.06.2023;150;380;99;67;45;24;12;456
19.06.2023;61;421;62;108;73;35;3;712
20.06.2023;76;511;66;130;88;31;8;817
21.06.2023;66;503;59;154;82;32;12;759
22.06.2023;78;390;58;96;79;29;9;725
23.06.2023;112;418;61;137;101;21;11;821
24.06.2023;232;407;96;97;66;44;13;599
25.06.2023;217;404;133;73;36;38;13;501
26.06.2023;64;426;72;129;93;32;10;724
27.06.2023;68;431;65;124;81;27;4;695
28.06.2023;89;462;75;123;95;27;6;672
29.06.2023;98;503;68;138;89;32;9;763
30.06.2023;143;382;65;113;87;33;8;734
01.07.2023;190;283;60;74;60;20;9;549
02.07.2023;164;264;87;75;44;25;9;396
03.07.2023;63;367;63;72;68;27;10;611
04.07.2023;90;448;78;109;79;39;5;729
05.07.2023;68;334;41;97;69;27;6;659
06.07.2023;88;549;103;123;111;38;11;790
07.07.2023;146;509;141;112;86;38;13;908
08.07.2023;237;407;117;87;51;38;12;594
09.07.2023;187;300;88;71;39;42;10;413
10.07.2023;60;409;70;99;57;29;9;657
11.07.2023;97;460;82;114;73;31;7;736
12.07.2023;99;399;70;100;77;41;8;739
13.07.2023;74;437;87;101;78;35;4;712
14.07.2023;119;436;118;109;71;35;13;764
15.07.2023;195;330;90;97;57;34;8;543
16.07.2023;183;313;128;48;36;28;9;429
17.07.2023;97;413;72;108;70;37;12;689
18.07.2023;67;462;93;90;64;26;6;694
19.07.2023;78;415;74;99;65;32;8;658
20.07.2023;101;434;90;92;88;43;9;721
21.07.2023;101;355;67;110;64;31;8;676
22.07.2023;169;312;81;67;59;23;10;511
23.07.2023;158;251;78;72;28;15;2;354
24.07.2023;82;306;33;89;56;33;5;670
25.07.2023;73;261;38;70;53;21;15;578
26.07.2023;60;277;38;81;59;33;5;599
27.07.2023;60;240;40;73;60;19;7;621
28.07.2023;113;299;52;89;70;29;6;682
29.07.2023;178;223;53;75;67;17;4;507
30.07.2023;173;219;70;68;26;16;6;390
31.07.2023;78;258;44;69;56;21;7;577
01.08.2023;74;231;40;77;44;28;9;640
02.08.2023;54;251;33;67;58;18;8;585
03.08.2023;81;260;38;83;63;21;6;611
04.08.2023;102;272;52;63;60;24;7;596
05.08.2023;162;256;65;83;60;19;4;467
06.08.2023;162;119;24;57;38;22;8;361
07.08.2023;54;197;48;68;63;30;2;558
08.08.2023;48;269;58;53;78;9;5;550
09.08.2023;68;262;53;61;65;21;10;553
10.08.2023;83;357;112;80;76;34;9;653
11.08.2023;124;458;142;70;77;37;7;741
12.08.2023;200;295;74;68;53;27;10;535
13.08.2023;173;316;137;65;48;24;19;429
14.08.2023;87;403;77;80;61;34;6;702
15.08.2023;74;358;63;77;64;33;5;638
16.08.2023;75;410;69;83;68;26;14;617
17.08.2023;85;377;70;96;68;29;6;632
18.08.2023;133;383;115;94;66;30;8;709
19.08.2023;176;338;92;71;66;23;16;512
20.08.2023;188;333;102;75;35;28;10;440
21.08.2023;90;431;78;85;75;34;10;693
22.08.2023;78;445;90;106;71;28;12;654
23.08.2023;68;423;102;90;80;37;5;693
24.08.2023;83;430;78;94;82;33;9;675
25.08.2023;121;336;66;106;70;34;9;745
26.08.2023;151;255;96;56;62;25;11;555
27.08.2023;135;159;50;51;35;15;8;361
28.08.2023;60;303;45;72;64;29;11;570
29.08.2023;63;275;40;90;66;24;7;619
30.08.2023;87;295;47;77;65;34;11;629
31.08.2023;79;371;47;73;76;27;5;652
01.09.2023;109;328;75;110;81;31;5;770
02.09.2023;186;317;110;98;84;36;15;547
03.09.2023;190;319;142;81;41;36;5;434
04.09.2023;74;505;101;124;91;40;9;854
05.09.2023;72;553;117;137;104;34;11;872
06.09.2023;84;575;123;108;96;37;9;898
07.09.2023;85;590;141;137;100;48;11;931
